sample_index,problem_index,problem_version,question,answer,question_type,metadata,query_wo,query_cot,question_for_eval,path,prompt,type
464,93,Vision Dominant,"As shown in the figure, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°","As shown in the figure, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°",images/mathverse_images/image_464.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°",mathverse_cot
469,94,Vision Dominant,"As shown in the figure, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12","As shown in the figure, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12",images/mathverse_images/image_469.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12",mathverse_cot
474,95,Vision Dominant,"As shown in the figure, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°","As shown in the figure, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°",images/mathverse_images/image_474.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°",mathverse_cot
479,96,Vision Dominant,"As shown in the figure, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°","As shown in the figure, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°",images/mathverse_images/image_479.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°",mathverse_cot
484,97,Vision Dominant,"As shown in the figure, OC perpendicular AB and it intersects circle O at point C. then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, OC perpendicular AB and it intersects circle O at point C. then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, OC perpendicular AB and it intersects circle O at point C. then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°","As shown in the figure, OC perpendicular AB and it intersects circle O at point C. then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°",images/mathverse_images/image_484.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, OC perpendicular AB and it intersects circle O at point C. then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°",mathverse_cot
489,98,Vision Dominant,"As shown in the figure, given the angle of circumference, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°",B,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, given the angle of circumference, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, given the angle of circumference, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°","As shown in the figure, given the angle of circumference, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°",images/mathverse_images/image_489.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, given the angle of circumference, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°",mathverse_cot
494,99,Vision Dominant,"As shown in the figure, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102","As shown in the figure, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102",images/mathverse_images/image_494.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102",mathverse_cot
499,100,Vision Dominant,"As shown in the figure, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°",D,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°","As shown in the figure, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°",images/mathverse_images/image_499.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°",mathverse_cot
504,101,Vision Dominant,"As shown in the figure, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°","As shown in the figure, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°",images/mathverse_images/image_504.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°",mathverse_cot
509,102,Vision Dominant,"As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}",C,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}","As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}",images/mathverse_images/image_509.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}",mathverse_cot
514,103,Vision Dominant,"As shown in the figure, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Angle', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°","As shown in the figure, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°",images/mathverse_images/image_514.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°",mathverse_cot
519,104,Vision Dominant,"As shown in the figure, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}",A,multi-choice,"{'source': 'GeoQA', 'split': 'testmini', 'subfield': 'Length', 'subject': 'Plane Geometry'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: As shown in the figure, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}","As shown in the figure, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}",images/mathverse_images/image_519.png,"Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: As shown in the figure, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}",mathverse_cot
