path,annotation_type,shape_color,background_color,size,prompt,shape
"images/VC_CoT/ABC_random_triangle_on_cross_111_size1.5_scolor-(127, 0, 255)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"127, 0, 255","255, 255, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_112_size1.5_scolor-(127, 0, 255)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"127, 0, 255","0, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_113_size1.5_scolor-(127, 0, 255)_bcolor-(255, 0, 0)_annotated.png",CoT_ABC_random,"127, 0, 255","255, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_114_size1.5_scolor-(127, 0, 255)_bcolor-(0, 0, 255)_annotated.png",CoT_ABC_random,"127, 0, 255","0, 0, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_115_size1.5_scolor-(255, 0, 255)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"255, 0, 255","255, 255, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_116_size1.5_scolor-(255, 0, 255)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"255, 0, 255","0, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_117_size1.5_scolor-(255, 0, 255)_bcolor-(255, 0, 0)_annotated.png",CoT_ABC_random,"255, 0, 255","255, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_118_size1.5_scolor-(255, 0, 255)_bcolor-(0, 0, 255)_annotated.png",CoT_ABC_random,"255, 0, 255","0, 0, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_119_size1.5_scolor-(255, 0, 127)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"255, 0, 127","255, 255, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_11_size1.3_scolor-(127, 255, 0)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"127, 255, 0","255, 255, 255",1.3,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_120_size1.5_scolor-(255, 0, 127)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"255, 0, 127","0, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_121_size1.5_scolor-(255, 0, 127)_bcolor-(255, 0, 0)_annotated.png",CoT_ABC_random,"255, 0, 127","255, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_122_size1.5_scolor-(255, 0, 127)_bcolor-(0, 0, 255)_annotated.png",CoT_ABC_random,"255, 0, 127","0, 0, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_123_size1.5_scolor-(255, 0, 0)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"255, 0, 0","255, 255, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_124_size1.5_scolor-(255, 0, 0)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"255, 0, 0","0, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_125_size1.5_scolor-(255, 0, 0)_bcolor-(0, 0, 255)_annotated.png",CoT_ABC_random,"255, 0, 0","0, 0, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_126_size1.5_scolor-(127, 127, 0)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"127, 127, 0","255, 255, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_127_size1.5_scolor-(127, 127, 0)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"127, 127, 0","0, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_128_size1.5_scolor-(127, 127, 0)_bcolor-(255, 0, 0)_annotated.png",CoT_ABC_random,"127, 127, 0","255, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_129_size1.5_scolor-(127, 127, 0)_bcolor-(0, 0, 255)_annotated.png",CoT_ABC_random,"127, 127, 0","0, 0, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_12_size1.3_scolor-(127, 255, 0)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"127, 255, 0","0, 0, 0",1.3,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_130_size1.5_scolor-(127, 255, 127)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"127, 255, 127","255, 255, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_131_size1.5_scolor-(127, 255, 127)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"127, 255, 127","0, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_132_size1.5_scolor-(127, 255, 127)_bcolor-(255, 0, 0)_annotated.png",CoT_ABC_random,"127, 255, 127","255, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_133_size1.5_scolor-(127, 255, 127)_bcolor-(0, 0, 255)_annotated.png",CoT_ABC_random,"127, 255, 127","0, 0, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_134_size1.5_scolor-(127, 0, 127)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"127, 0, 127","255, 255, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_135_size1.5_scolor-(127, 0, 127)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"127, 0, 127","0, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_136_size1.5_scolor-(127, 0, 127)_bcolor-(255, 0, 0)_annotated.png",CoT_ABC_random,"127, 0, 127","255, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_137_size1.5_scolor-(127, 0, 127)_bcolor-(0, 0, 255)_annotated.png",CoT_ABC_random,"127, 0, 127","0, 0, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_138_size1.5_scolor-(0, 127, 127)_bcolor-(255, 255, 255)_annotated.png",CoT_ABC_random,"0, 127, 127","255, 255, 255",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_139_size1.5_scolor-(0, 127, 127)_bcolor-(0, 0, 0)_annotated.png",CoT_ABC_random,"0, 127, 127","0, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_13_size1.3_scolor-(127, 255, 0)_bcolor-(255, 0, 0)_annotated.png",CoT_ABC_random,"127, 255, 0","255, 0, 0",1.3,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
"images/VC_CoT/ABC_random_triangle_on_cross_140_size1.5_scolor-(0, 127, 127)_bcolor-(255, 0, 0)_annotated.png",CoT_ABC_random,"0, 127, 127","255, 0, 0",1.5,Observe the shape in the image carefully. List all letters you see in the image. Count the total number of letters you observe. Each letter is associated with a side of this shape. How many sides does this shape have?,arrow_on_plus/triangle_on_cross
